name,value,datum,datum_parsed,rok,mesic,den,denvroce,nazev,grp,date_aligned
DPPO,170648727457.23,31. 12. 2017,2017-12-31,2017,12,31,365,DPPO,2017 DPPO,2000-12-31
DPFO závislá činnost,169240794750.02,31. 12. 2017,2017-12-31,2017,12,31,365,DPFO závislá činnost,2017 DPFO závislá činnost,2000-12-31
DPFO zvláštní sazba,15968090091.25,31. 12. 2017,2017-12-31,2017,12,31,365,DPFO zvláštní sazba,2017 DPFO zvláštní sazba,2000-12-31
DPFO podávajících přiznání,7616820969.15,31. 12. 2017,2017-12-31,2017,12,31,365,DPFO podávajících přiznání,2017 DPFO podávajících přiznání,2000-12-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,822654836.17,31. 12. 2017,2017-12-31,2017,12,31,365,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2017 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-12-31
Daň z hazardních her vyjma                       daně z technických her,2548369176.19,31. 12. 2017,2017-12-31,2017,12,31,365,Daň z hazardních her vyjma daně z technických her,2017 Daň z hazardních her vyjma daně z technických her,2000-12-31
DPH,1679371635.49,15. 1. 2016,2016-01-15,2016,1,15,15,DPH,2016 DPH,2000-01-15
DPPO,409417291.04,15. 1. 2016,2016-01-15,2016,1,15,15,DPPO,2016 DPPO,2000-01-15
DPFO závislá činnost,8310388019.33,15. 1. 2016,2016-01-15,2016,1,15,15,DPFO závislá činnost,2016 DPFO závislá činnost,2000-01-15
DPFO zvláštní sazba,465949255.53,15. 1. 2016,2016-01-15,2016,1,15,15,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-01-15
DPFO podávajících přiznání,119096721.75,15. 1. 2016,2016-01-15,2016,1,15,15,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-01-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,17983,15. 1. 2016,2016-01-15,2016,1,15,15,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-01-15
DPH,39679208234.76,29. 1. 2016,2016-01-29,2016,1,29,29,DPH,2016 DPH,2000-01-29
DPPO,1040581658.66,29. 1. 2016,2016-01-29,2016,1,29,29,DPPO,2016 DPPO,2000-01-29
DPFO závislá činnost,13670665919.28,29. 1. 2016,2016-01-29,2016,1,29,29,DPFO závislá činnost,2016 DPFO závislá činnost,2000-01-29
DPFO zvláštní sazba,1826165935.54,29. 1. 2016,2016-01-29,2016,1,29,29,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-01-29
DPFO podávajících přiznání,222135972.69,29. 1. 2016,2016-01-29,2016,1,29,29,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-01-29
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,18020743.8,29. 1. 2016,2016-01-29,2016,1,29,29,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-01-29
DPH,41122907630.59,15. 2. 2016,2016-02-15,2016,2,15,46,DPH,2016 DPH,2000-02-15
DPPO,1630721717.32,15. 2. 2016,2016-02-15,2016,2,15,46,DPPO,2016 DPPO,2000-02-15
DPFO závislá činnost,20465499815.2,15. 2. 2016,2016-02-15,2016,2,15,46,DPFO závislá činnost,2016 DPFO závislá činnost,2000-02-15
DPFO zvláštní sazba,2258781285.32,15. 2. 2016,2016-02-15,2016,2,15,46,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-02-15
DPFO podávajících přiznání,368538957.22,15. 2. 2016,2016-02-15,2016,2,15,46,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-02-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,36264362.21,15. 2. 2016,2016-02-15,2016,2,15,46,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-02-15
DPH,51800796809.98,29. 2. 2016,2016-02-29,2016,2,29,60,DPH,2016 DPH,2000-02-29
DPPO,2215013653.34,29. 2. 2016,2016-02-29,2016,2,29,60,DPPO,2016 DPPO,2000-02-29
DPFO závislá činnost,25248416471.61,29. 2. 2016,2016-02-29,2016,2,29,60,DPFO závislá činnost,2016 DPFO závislá činnost,2000-02-29
DPFO zvláštní sazba,2678084580.21,29. 2. 2016,2016-02-29,2016,2,29,60,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-02-29
DPFO podávajících přiznání,591747833.13,29. 2. 2016,2016-02-29,2016,2,29,60,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-02-29
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,361886816.41,29. 2. 2016,2016-02-29,2016,2,29,60,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-02-29
DPH,53767173118.95,15. 3. 2016,2016-03-15,2016,3,15,75,DPH,2016 DPH,2000-03-15
DPPO,28084228832.45,15. 3. 2016,2016-03-15,2016,3,15,75,DPPO,2016 DPPO,2000-03-15
DPFO závislá činnost,30988697369.01,15. 3. 2016,2016-03-15,2016,3,15,75,DPFO závislá činnost,2016 DPFO závislá činnost,2000-03-15
DPFO zvláštní sazba,3178176745.58,15. 3. 2016,2016-03-15,2016,3,15,75,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-03-15
DPFO podávajících přiznání,2337063156.96,15. 3. 2016,2016-03-15,2016,3,15,75,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-03-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,577822969.41,15. 3. 2016,2016-03-15,2016,3,15,75,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-03-15
DPH,75383834789.88,31. 3. 2016,2016-03-31,2016,3,31,91,DPH,2016 DPH,2000-03-31
DPPO,35026632389.08,31. 3. 2016,2016-03-31,2016,3,31,91,DPPO,2016 DPPO,2000-03-31
DPFO závislá činnost,34801851692.84,31. 3. 2016,2016-03-31,2016,3,31,91,DPFO závislá činnost,2016 DPFO závislá činnost,2000-03-31
DPFO zvláštní sazba,3725250259.61,31. 3. 2016,2016-03-31,2016,3,31,91,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-03-31
DPFO podávajících přiznání,6240335947.28,31. 3. 2016,2016-03-31,2016,3,31,91,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-03-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,578615823.41,31. 3. 2016,2016-03-31,2016,3,31,91,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-03-31
DPH,77576062372.78,15. 4. 2016,2016-04-15,2016,4,15,106,DPH,2016 DPH,2000-04-15
DPPO,37099258745.21,15. 4. 2016,2016-04-15,2016,4,15,106,DPPO,2016 DPPO,2000-04-15
DPFO závislá činnost,40350773013.18,15. 4. 2016,2016-04-15,2016,4,15,106,DPFO závislá činnost,2016 DPFO závislá činnost,2000-04-15
DPFO zvláštní sazba,4303496331.95,15. 4. 2016,2016-04-15,2016,4,15,106,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-04-15
DPFO podávajících přiznání,5915027450.4,15. 4. 2016,2016-04-15,2016,4,15,106,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-04-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,585763876.41,15. 4. 2016,2016-04-15,2016,4,15,106,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-04-15
DPH,110058402418.62,29. 4. 2016,2016-04-29,2016,4,29,120,DPH,2016 DPH,2000-04-29
DPPO,37012974725.25,29. 4. 2016,2016-04-29,2016,4,29,120,DPPO,2016 DPPO,2000-04-29
DPFO závislá činnost,43737606053.28,29. 4. 2016,2016-04-29,2016,4,29,120,DPFO závislá činnost,2016 DPFO závislá činnost,2000-04-29
DPFO zvláštní sazba,4869453368.72,29. 4. 2016,2016-04-29,2016,4,29,120,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-04-29
DPFO podávajících přiznání,-2241536833.13,29. 4. 2016,2016-04-29,2016,4,29,120,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-04-29
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1153647103.93,29. 4. 2016,2016-04-29,2016,4,29,120,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-04-29
DPH,111192994453.77,13. 5. 2016,2016-05-13,2016,5,13,134,DPH,2016 DPH,2000-05-13
DPPO,37406494282.04,13. 5. 2016,2016-05-13,2016,5,13,134,DPPO,2016 DPPO,2000-05-13
DPFO závislá činnost,50859729285.73,13. 5. 2016,2016-05-13,2016,5,13,134,DPFO závislá činnost,2016 DPFO závislá činnost,2000-05-13
DPFO zvláštní sazba,5356312261.23,13. 5. 2016,2016-05-13,2016,5,13,134,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-05-13
DPFO podávajících přiznání,-3543395891.53,13. 5. 2016,2016-05-13,2016,5,13,134,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-05-13
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1161362506.09,13. 5. 2016,2016-05-13,2016,5,13,134,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-05-13
DPH,133726598180.15,31. 5. 2016,2016-05-31,2016,5,31,152,DPH,2016 DPH,2000-05-31
DPPO,38615590763.73,31. 5. 2016,2016-05-31,2016,5,31,152,DPPO,2016 DPPO,2000-05-31
DPFO závislá činnost,56333858961.82,31. 5. 2016,2016-05-31,2016,5,31,152,DPFO závislá činnost,2016 DPFO závislá činnost,2000-05-31
DPFO zvláštní sazba,6060804857.48,31. 5. 2016,2016-05-31,2016,5,31,152,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-05-31
DPFO podávajících přiznání,-3426978161.68,31. 5. 2016,2016-05-31,2016,5,31,152,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-05-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1162901143.09,31. 5. 2016,2016-05-31,2016,5,31,152,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-05-31
DPH,134951556095.57,15. 6. 2016,2016-06-15,2016,6,15,167,DPH,2016 DPH,2000-06-15
DPPO,65608033735.59,15. 6. 2016,2016-06-15,2016,6,15,167,DPPO,2016 DPPO,2000-06-15
DPFO závislá činnost,64010917746.64,15. 6. 2016,2016-06-15,2016,6,15,167,DPFO závislá činnost,2016 DPFO závislá činnost,2000-06-15
DPFO zvláštní sazba,6634213799.77,15. 6. 2016,2016-06-15,2016,6,15,167,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-06-15
DPFO podávajících přiznání,-1332789229.26,15. 6. 2016,2016-06-15,2016,6,15,167,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-06-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1163384268.09,15. 6. 2016,2016-06-15,2016,6,15,167,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-06-15
DPH,157526952266.91,30. 6. 2016,2016-06-30,2016,6,30,182,DPH,2016 DPH,2000-06-30
DPPO,86698384126.27,30. 6. 2016,2016-06-30,2016,6,30,182,DPPO,2016 DPPO,2000-06-30
DPFO závislá činnost,69186547750.47,30. 6. 2016,2016-06-30,2016,6,30,182,DPFO závislá činnost,2016 DPFO závislá činnost,2000-06-30
DPFO zvláštní sazba,7595534981.14,30. 6. 2016,2016-06-30,2016,6,30,182,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-06-30
DPFO podávajících přiznání,928307781.57,30. 6. 2016,2016-06-30,2016,6,30,182,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-06-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1196263892.09,30. 6. 2016,2016-06-30,2016,6,30,182,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-06-30
DPH,160995489573.62,15. 7. 2016,2016-07-15,2016,7,15,197,DPH,2016 DPH,2000-07-15
DPPO,97930693515.12,15. 7. 2016,2016-07-15,2016,7,15,197,DPPO,2016 DPPO,2000-07-15
DPFO závislá činnost,77366271958.21,15. 7. 2016,2016-07-15,2016,7,15,197,DPFO závislá činnost,2016 DPFO závislá činnost,2000-07-15
DPFO zvláštní sazba,8243830920.49,15. 7. 2016,2016-07-15,2016,7,15,197,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-07-15
DPFO podávajících přiznání,1961254722.75,15. 7. 2016,2016-07-15,2016,7,15,197,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-07-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1298494447.09,15. 7. 2016,2016-07-15,2016,7,15,197,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-07-15
DPH,197624813867.33,29. 7. 2016,2016-07-29,2016,7,29,211,DPH,2016 DPH,2000-07-29
DPPO,93664593508.42,29. 7. 2016,2016-07-29,2016,7,29,211,DPPO,2016 DPPO,2000-07-29
DPFO závislá činnost,82230713051.22,29. 7. 2016,2016-07-29,2016,7,29,211,DPFO závislá činnost,2016 DPFO závislá činnost,2000-07-29
DPFO zvláštní sazba,9231530530,29. 7. 2016,2016-07-29,2016,7,29,211,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-07-29
DPFO podávajících přiznání,1624701437.37,29. 7. 2016,2016-07-29,2016,7,29,211,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-07-29
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1813533415.09,29. 7. 2016,2016-07-29,2016,7,29,211,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-07-29
DPH,199896266923,15. 8. 2016,2016-08-15,2016,8,15,228,DPH,2016 DPH,2000-08-15
DPPO,93169390999.19,15. 8. 2016,2016-08-15,2016,8,15,228,DPPO,2016 DPPO,2000-08-15
DPFO závislá činnost,89762898035.14,15. 8. 2016,2016-08-15,2016,8,15,228,DPFO závislá činnost,2016 DPFO závislá činnost,2000-08-15
DPFO zvláštní sazba,9807436450.91,15. 8. 2016,2016-08-15,2016,8,15,228,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-08-15
DPFO podávajících přiznání,1570385176.84,15. 8. 2016,2016-08-15,2016,8,15,228,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-08-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1813813829.09,15. 8. 2016,2016-08-15,2016,8,15,228,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-15
DPH,218368993517.7,31. 8. 2016,2016-08-31,2016,8,31,244,DPH,2016 DPH,2000-08-31
DPPO,96121450793.65,31. 8. 2016,2016-08-31,2016,8,31,244,DPPO,2016 DPPO,2000-08-31
DPFO závislá činnost,94979586216.55,31. 8. 2016,2016-08-31,2016,8,31,244,DPFO závislá činnost,2016 DPFO závislá činnost,2000-08-31
DPFO zvláštní sazba,11028277011.69,31. 8. 2016,2016-08-31,2016,8,31,244,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-08-31
DPFO podávajících přiznání,1728212521.94,31. 8. 2016,2016-08-31,2016,8,31,244,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-08-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1817118159.85,31. 8. 2016,2016-08-31,2016,8,31,244,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-08-31
DPH,219730486969.58,15. 9. 2016,2016-09-15,2016,9,15,259,DPH,2016 DPH,2000-09-15
DPPO,122718162316.16,15. 9. 2016,2016-09-15,2016,9,15,259,DPPO,2016 DPPO,2000-09-15
DPFO závislá činnost,102674260059.69,15. 9. 2016,2016-09-15,2016,9,15,259,DPFO závislá činnost,2016 DPFO závislá činnost,2000-09-15
DPFO zvláštní sazba,11599415426.69,15. 9. 2016,2016-09-15,2016,9,15,259,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-09-15
DPFO podávajících přiznání,3000388690.95,15. 9. 2016,2016-09-15,2016,9,15,259,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-09-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1817616077.61,15. 9. 2016,2016-09-15,2016,9,15,259,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-15
DPH,246751353112.83,30. 9. 2016,2016-09-30,2016,9,30,274,DPH,2016 DPH,2000-09-30
DPPO,130121823004.99,30. 9. 2016,2016-09-30,2016,9,30,274,DPPO,2016 DPPO,2000-09-30
DPFO závislá činnost,107500603400.09,30. 9. 2016,2016-09-30,2016,9,30,274,DPFO závislá činnost,2016 DPFO závislá činnost,2000-09-30
DPFO zvláštní sazba,12476978570.47,30. 9. 2016,2016-09-30,2016,9,30,274,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-09-30
DPFO podávajících přiznání,3446784927.82,30. 9. 2016,2016-09-30,2016,9,30,274,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-09-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1819662716.61,30. 9. 2016,2016-09-30,2016,9,30,274,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-09-30
DPH,248883594091.86,14. 10. 2016,2016-10-14,2016,10,14,288,DPH,2016 DPH,2000-10-14
DPPO,131049027384.27,14. 10. 2016,2016-10-14,2016,10,14,288,DPPO,2016 DPPO,2000-10-14
DPFO závislá činnost,114860078964.33,14. 10. 2016,2016-10-14,2016,10,14,288,DPFO závislá činnost,2016 DPFO závislá činnost,2000-10-14
DPFO zvláštní sazba,13006351567.7,14. 10. 2016,2016-10-14,2016,10,14,288,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-10-14
DPFO podávajících přiznání,3604507308.48,14. 10. 2016,2016-10-14,2016,10,14,288,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-10-14
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,1829327534.61,14. 10. 2016,2016-10-14,2016,10,14,288,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-14
DPH,288156108154,31. 10. 2016,2016-10-31,2016,10,31,305,DPH,2016 DPH,2000-10-31
DPPO,131793386644.5,31. 10. 2016,2016-10-31,2016,10,31,305,DPPO,2016 DPPO,2000-10-31
DPFO závislá činnost,120128276979.39,31. 10. 2016,2016-10-31,2016,10,31,305,DPFO závislá činnost,2016 DPFO závislá činnost,2000-10-31
DPFO zvláštní sazba,13644436807.06,31. 10. 2016,2016-10-31,2016,10,31,305,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-10-31
DPFO podávajících přiznání,3761906313.67,31. 10. 2016,2016-10-31,2016,10,31,305,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-10-31
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,2441210947.61,31. 10. 2016,2016-10-31,2016,10,31,305,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-10-31
DPH,287503474244.19,15. 11. 2016,2016-11-15,2016,11,15,320,DPH,2016 DPH,2000-11-15
DPPO,132098739783.62,15. 11. 2016,2016-11-15,2016,11,15,320,DPPO,2016 DPPO,2000-11-15
DPFO závislá činnost,128090189193.29,15. 11. 2016,2016-11-15,2016,11,15,320,DPFO závislá činnost,2016 DPFO závislá činnost,2000-11-15
DPFO zvláštní sazba,14218163716.93,15. 11. 2016,2016-11-15,2016,11,15,320,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-11-15
DPFO podávajících přiznání,3909485740.44,15. 11. 2016,2016-11-15,2016,11,15,320,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-11-15
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,2446612578.85,15. 11. 2016,2016-11-15,2016,11,15,320,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-15
DPH,315514026337.67,30. 11. 2016,2016-11-30,2016,11,30,335,DPH,2016 DPH,2000-11-30
DPPO,132496528394.39,30. 11. 2016,2016-11-30,2016,11,30,335,DPPO,2016 DPPO,2000-11-30
DPFO závislá činnost,133088758527.36,30. 11. 2016,2016-11-30,2016,11,30,335,DPFO závislá činnost,2016 DPFO závislá činnost,2000-11-30
DPFO zvláštní sazba,14725963482.27,30. 11. 2016,2016-11-30,2016,11,30,335,DPFO zvláštní sazba,2016 DPFO zvláštní sazba,2000-11-30
DPFO podávajících přiznání,4053294010.98,30. 11. 2016,2016-11-30,2016,11,30,335,DPFO podávajících přiznání,2016 DPFO podávajících přiznání,2000-11-30
ODVOD Z LOTERIÍ dle                    § 41b odst. 1 z.č. 202/1990 Sb.,2447359277.85,30. 11. 2016,2016-11-30,2016,11,30,335,ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2016 ODVOD Z LOTERIÍ dle § 41b odst. 1 z.č. 202/1990 Sb.,2000-11-30
DPH,317728073766.58,15. 12. 2016,2016-12-15,2016,12,15,350,DPH,2016 DPH,2000-12-15
DPPO,161122795762.35,15. 12. 2016,2016-12-15,2016,12,15,350,DPPO,2016 DPPO,2000-12-15
DPFO závislá činnost,143440786376.6,15. 12. 2016,2016-12-15,2016,12,15,350,DPFO závislá činnost,2016 DPFO závislá činnost,2000-12-15
